candidate_id,candiate_name,gender,age,dob,political_party,election_symbol,is_independent,province_id,provience_name,district_code,district_name,constituency_no,serial_no,votes_received,rank,is_elected,vote_share_pct,qualification_normalized
340909,Jageshwar Mahato Koiri,Male,59,1/8/2023,Independent,Coconut,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,961,9,28,FALSE,0.01,SLC
340969,Narayan Vastola,Male,40,6/16/2042,Independent,Eyeglass,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,962,8,29,FALSE,0.01,??.??.
342408,Mr. Raj Kumar,Male,42,7/5/2040,Independent,Scissors,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,963,8,30,FALSE,0.01,Bachelor
341396,Hari Shankar Prasad Yadav,Male,43,4/24/2039,Independent,Calculator,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,964,7,31,FALSE,0.01,SLC
342063,Mithilesh Kumar Yadav,Male,45,2/16/2037,Independent,Punching machine,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,965,6,32,FALSE,0.01,SLC
342278,Rajesh Kumar Yadav,Male,36,4/18/2046,Independent,Bag,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,966,6,33,FALSE,0.01,?????????????
341915,Rakesh Chaudhary,Male,36,5/12/2046,Independent,Ascot,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,967,5,34,FALSE,0.01,SLC
340530,Vavi Kumari Mahato,Woman,38,6/18/2044,Independent,Camera,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,968,5,35,FALSE,0.01,SLC
341834,Hari Prasad Poudel,Male,54,6/22/2028,Independent,Panda,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,969,5,36,FALSE,0.01,SLC
342098,Ram Hriday Yadav,Male,37,6/18/2045,Independent,Envelope,TRUE,2,Madhesh Pradesh,20,Dhanusha,4,970,3,37,FALSE,0,??.?.
341312,Pramod Kumar Mahato,Male,40,4/15/2042,National Independence Party,Bell,FALSE,2,Madhesh Pradesh,21,Mahottari,1,971,34636,1,TRUE,54.77,SLC
340587,Giriraj Mani Pokharel,Male,68,5/9/2014,Nepali Communist Party,five-pointed star,FALSE,2,Madhesh Pradesh,21,Mahottari,1,972,12624,2,FALSE,19.96,??????????? ?? ????????? ? ??????? ??????
339924,Lakshmi Mahate Koiri,Male,61,2/16/2021,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,2,Madhesh Pradesh,21,Mahottari,1,973,6591,3,FALSE,10.42,SLC
340794,Mukesh Raj Kafle,Male,51,5/12/2031,Nepali Congress,Tree,FALSE,2,Madhesh Pradesh,21,Mahottari,1,974,6213,4,FALSE,9.82,PhD
340031,Leela Diyali,Woman,45,3/9/2037,Labor Culture Party,The soil in Anjuli,FALSE,2,Madhesh Pradesh,21,Mahottari,1,975,867,5,FALSE,1.37,????????????
341615,Virendra Mahato,Male,27,2/10/2055,Public opinion party,Loudspeaker,FALSE,2,Madhesh Pradesh,21,Mahottari,1,976,560,6,FALSE,0.89,+2 ???
342588,Home Prasad Pokharel,Male,45,5/20/2037,National Democratic Party,Plow,FALSE,2,Madhesh Pradesh,21,Mahottari,1,977,475,7,FALSE,0.75,+2 ???
339993,Yoga Narayan Mahato,Male,45,11/5/2037,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,2,Madhesh Pradesh,21,Mahottari,1,978,319,8,FALSE,0.5,Bachelor
342340,Sunaina Devi Koiri,Woman,40,1/9/2042,Independent,Badminton Cork,TRUE,2,Madhesh Pradesh,21,Mahottari,1,979,190,9,FALSE,0.3,n
342270,Shiv Narayan Mahato,Male,26,1/5/2056,Independent,Trophy,TRUE,2,Madhesh Pradesh,21,Mahottari,1,980,185,10,FALSE,0.29,SLC
342724,Manoj Kumar Gupta,Male,28,7/27/2054,Ujjaya Nepal Party,A burning electric lamp,FALSE,2,Madhesh Pradesh,21,Mahottari,1,981,176,11,FALSE,0.28,+2 ???
339469,Ramesh Kumar Singh Danuwar,Male,70,8/7/2012,Mongol National Organization,Rooster,FALSE,2,Madhesh Pradesh,21,Mahottari,1,982,94,12,FALSE,0.15,??????? ??????
339353,Maniraj Niraula,Male,52,4/2/2030,Communist Party of Nepal (United),Sickle,FALSE,2,Madhesh Pradesh,21,Mahottari,1,983,54,13,FALSE,0.09,slc pass
341515,Prem Bahadur Rana Magar,Male,81,7/4/2001,Independent,Sparrow,TRUE,2,Madhesh Pradesh,21,Mahottari,1,984,47,14,FALSE,0.07,Literate
341387,Mukesh Sah,Male,38,1/10/2044,Aam Janata Party (Single Election Symbol),Mobile,FALSE,2,Madhesh Pradesh,21,Mahottari,1,985,36,15,FALSE,0.06,????? 10
342536,Jeevan Kumar Magar,Male,38,3/14/2044,Independent,Envelope,TRUE,2,Madhesh Pradesh,21,Mahottari,1,986,36,16,FALSE,0.06,?? ?? ??
339938,Surendra Mahato,Male,48,1/4/2034,Independent,Cauliflower,TRUE,2,Madhesh Pradesh,21,Mahottari,1,987,34,17,FALSE,0.05,Literate
340318,Sunil Kumar Singh,Male,36,6/24/2046,Independent,Jeep,TRUE,2,Madhesh Pradesh,21,Mahottari,1,988,22,18,FALSE,0.03,SLC
342684,Niru Kumari,Woman,55,8/20/2027,Independent,Cup and plate,TRUE,2,Madhesh Pradesh,21,Mahottari,1,989,18,19,FALSE,0.03,?? ?? ?? ???
339367,Krishna Shwari Manandhar (Duwal),Woman,41,3/3/2041,Nepal Labor Farmers Party,Model,FALSE,2,Madhesh Pradesh,21,Mahottari,1,990,16,20,FALSE,0.03,Unknown
342239,Lord Paswan Dusadh,Male,70,5/6/2012,Independent,Gambling,TRUE,2,Madhesh Pradesh,21,Mahottari,1,991,14,21,FALSE,0.02,Literate
341201,Somindra Sarki,Male,32,1/1/2050,Independent,Pumpkin,TRUE,2,Madhesh Pradesh,21,Mahottari,1,992,13,22,FALSE,0.02,Bachelor
341831,Bouve Lal Mahato,Male,38,11/22/2043,Independent,Helmet,TRUE,2,Madhesh Pradesh,21,Mahottari,1,993,11,23,FALSE,0.02,Plus 2 / Higher Secondary
339879,Sachin Mahato,Male,26,1/27/2056,Independent,Mango,TRUE,2,Madhesh Pradesh,21,Mahottari,1,994,9,24,FALSE,0.01,SLC
340828,Savita Kumari Devi,Woman,36,1/21/2046,Independent,Tea table,TRUE,2,Madhesh Pradesh,21,Mahottari,1,995,3,25,FALSE,0,Bachelor
341190,Deepak Kumar Sah,Male,34,12/10/2047,National Independence Party,Bell,FALSE,2,Madhesh Pradesh,21,Mahottari,2,996,32722,1,TRUE,55.32,????????
341460,Sharat Singh Bhandari,Male,71,6/22/2011,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,2,Madhesh Pradesh,21,Mahottari,2,997,10198,2,FALSE,17.24,Bachelor
340662,Kiran Yadav,Woman,58,5/5/2024,Nepali Congress,Tree,FALSE,2,Madhesh Pradesh,21,Mahottari,2,998,9745,3,FALSE,16.48,??.?.(??????)
342118,Qasim Nadaf,Male,58,1/3/2024,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,2,Madhesh Pradesh,21,Mahottari,2,999,3524,4,FALSE,5.96,Unknown
341828,Laxman Kumar Yadav,Male,44,5/10/2038,Nepali Communist Party,five-pointed star,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1000,737,5,FALSE,1.25,????????????????
342212,Jai Kumar Pandey,Male,31,7/5/2051,Public opinion party,Loudspeaker,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1001,463,6,FALSE,0.78,Plus 2 / Higher Secondary
342297,Sakindar Mahara,Male,35,10/5/2047,Independent,Chessgoti,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1002,331,7,FALSE,0.56,Plus 2 / Higher Secondary
342258,Hurricane Nut,Male,48,2/15/2034,Nation Building Party Nepal,Water bottle inside a circle,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1003,246,8,FALSE,0.42,8 ?????
340192,Rakesh Mandal,Male,42,6/23/2040,Ujjaya Nepal Party,A burning electric lamp,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1004,222,9,FALSE,0.38,Masters
342359,Raj Narayan Jha,Male,37,4/10/2045,Progressive Democratic Party,Single open eye,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1005,174,10,FALSE,0.29,MBBS
341112,Ramlakhan Sah Kanu,Male,58,8/5/2024,National Democratic Party,Plow,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1006,157,11,FALSE,0.27,?????
341315,Alam Kawari,Male,39,5/15/2043,Labor Culture Party,The soil in Anjuli,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1007,105,12,FALSE,0.18,SLC
341386,Raman Kumar Karna,Male,50,10/12/2032,Janadesh Party Nepal (single election symbol),Mobile,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1008,99,13,FALSE,0.17,BALLB
341032,Rajesh Prasad Sah,Male,43,8/16/2039,Independent,Badminton Cork,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1009,75,14,FALSE,0.13,8 ????? ???
340967,Idris Momin,Male,58,2/19/2024,Communist Party of Nepal (United),Sickle,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1010,32,15,FALSE,0.05,Unknown
342664,Dhanjay Kumar Hathi,Male,33,10/28/2049,Independent,Jeep,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1011,31,16,FALSE,0.05,MBBS
341895,Basant Kumar Yadav,Male,36,5/15/2046,Independent,Sofa,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1012,31,17,FALSE,0.05,SLC
342631,Dulari Devi Tharu,Woman,63,11/18/2019,Independent,Round,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1013,30,18,FALSE,0.05,Literate
342423,Bharat Yadav,Male,36,2/26/2046,Independent,Cable car,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1014,25,19,FALSE,0.04,SLC
341724,Indresh Sahni Malah,Male,31,7/10/2051,Independent,Syringe,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1015,22,20,FALSE,0.04,SLC
341507,Shri Ram Singh Danuwar,Male,41,1/1/2041,Independent,Telescope,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1016,22,21,FALSE,0.04,SLC
340113,Jai Kishore Sah,Male,70,1/1/2012,Independent,Camera,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1017,19,22,FALSE,0.03,SLC
340521,Raji Mandal,Male,63,4/14/2019,Nepal Labor Farmers Party,Model,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1018,18,23,FALSE,0.03,Unknown
340447,Raj Guru Yadav,Male,26,1/15/2056,Independent,Nail cutter,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1019,16,24,FALSE,0.03,SLC
342535,VK Azad Das,Male,46,9/14/2036,Independent,Ink,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1020,16,25,FALSE,0.03,SLC
339554,Kamal Gurung,Male,47,6/24/2035,Mongol National Organization,Rooster,FALSE,2,Madhesh Pradesh,21,Mahottari,2,1021,14,26,FALSE,0.02,Plus 2 / Higher Secondary
340145,Satish Sah Teli,Male,59,3/25/2023,Independent,Helmet,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1022,11,27,FALSE,0.02,Plus 2 / Higher Secondary
342513,Binita Devi Chaudhary,Woman,47,8/2/2035,Independent,Bag,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1023,10,28,FALSE,0.02,Literate
342393,Jivendra Yadav,Male,39,7/19/2043,Independent,Scissors,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1024,8,29,FALSE,0.01,Literate
340879,Mahesh Kumar Yadav,Male,32,10/12/2050,Independent,Triangle,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1025,8,30,FALSE,0.01,SLC
341865,Dilip Kumar Yadav,Male,30,4/7/2052,Independent,Mango,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1026,7,31,FALSE,0.01,SLC
340285,Praveen Kumar Yadav,Male,34,4/26/2048,Independent,Gas stove,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1027,7,32,FALSE,0.01,SLC
341553,Mahant Sadha,Male,44,10/14/2038,Independent,Stool,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1028,7,33,FALSE,0.01,8 ????? ????
342615,Lalita Kumari Musahar,Woman,37,10/5/2045,Independent,Saw,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1029,5,34,FALSE,0.01,??????
340027,Satya Narayan Sah,Male,40,7/18/2042,Independent,Coconut,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1030,5,35,FALSE,0.01,????? 8 ????
342173,Aghanu Passman,Male,74,8/28/2008,Independent,Pressure cooker,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1031,4,36,FALSE,0.01,Unknown
342598,Reshma Devi,Woman,40,1/29/2042,Independent,Cup and plate,TRUE,2,Madhesh Pradesh,21,Mahottari,2,1032,1,37,FALSE,0,Literate
340549,Ujjwal Kumar Jha,Male,33,9/25/2049,National Independence Party,Bell,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1033,32451,1,TRUE,54.56,?????????
341631,Muhammad Rizwan,Male,58,8/22/2024,Nepal Federal Socialist Party (single election symbol),Bus,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1034,5969,2,FALSE,10.04,Bachelor
340816,Ram Aadhaar Copper,Male,55,3/15/2027,Independent,Mango,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1035,4790,3,FALSE,8.05,Masters
341917,Bajrang Nepali,Male,59,11/22/2022,Nepali Congress,Tree,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1036,4342,4,FALSE,7.3,Bachelor
342133,Meenakshi Thakur,Woman,41,12/1/2040,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1037,3946,5,FALSE,6.63,Unknown
340033,Hari Narayan Yadav,Male,63,2/10/2019,Independent,Badminton Cork,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1038,3531,6,FALSE,5.94,Bachelor
340195,Manoj Kumar Singh,Male,54,11/15/2028,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1039,1516,7,FALSE,2.55,??.?.??.
342559,Shambhu Copper,Male,47,2/19/2035,Independent,Chessgoti,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1040,510,8,FALSE,0.86,Unknown
342587,Arvind Thakur,Male,48,8/29/2034,Public opinion party,Loudspeaker,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1041,421,9,FALSE,0.71,Unknown
340334,Ranjit Kumar Sah,Male,30,7/3/2052,Ujjaya Nepal Party,A burning electric lamp,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1042,261,10,FALSE,0.44,??.??.?.
340948,Rajkishore Sah Mehttari Sudy,Male,69,9/8/2013,Nepali Communist Party,five-pointed star,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1043,243,11,FALSE,0.41,SLC
342671,Rajeshwar Ray,Male,58,4/8/2024,National Democratic Party,Plow,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1044,223,12,FALSE,0.37,Bachelor
342215,Raj Nandan Rai Yadav,Male,64,9/19/2018,Independent,Jeep,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1045,211,13,FALSE,0.35,Unknown
342011,Mushtaq Ahmed Ansari,Male,46,6/12/2036,Nation Building Party Nepal,Water bottle inside a circle,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1046,142,14,FALSE,0.24,Unknown
342520,Kailash Mahato,Male,53,6/24/2029,Aam Janata Party (Single Election Symbol),Mobile,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1047,136,15,FALSE,0.23,Unknown
341232,Ranjan Kumar Jha,Male,33,7/9/2049,Independent,Trophy,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1048,97,16,FALSE,0.16,Unknown
340279,Vinay Kumar Mishra,Male,73,1/6/2009,Nepal Janata Party,Lotus flower,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1049,83,17,FALSE,0.14,??.??.
342470,Dhirendra Kumar Sharma,Male,54,11/15/2028,Communist Party of Nepal (United),Sickle,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1050,75,18,FALSE,0.13,Unknown
339999,Rajnish Raj Pandey,Male,25,9/25/2057,Nepali Party for Nepal,Conch inside a sphere,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1051,64,19,FALSE,0.11,???.??.??.??.
340631,Md. Sawir Noori,Male,39,12/4/2042,Labor Culture Party,The soil in Anjuli,FALSE,2,Madhesh Pradesh,21,Mahottari,3,1052,57,20,FALSE,0.1,Bachelor
341110,Sales team,Male,63,5/30/2019,Independent,Scissors,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1053,57,21,FALSE,0.1,Unknown
342537,Bechan Prasad Mehtari,Male,67,11/16/2015,Independent,Gas stove,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1054,44,22,FALSE,0.07,Unknown
342577,Naeem Rain,Male,63,7/9/2019,Independent,Round,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1055,37,23,FALSE,0.06,Unknown
340784,Shyam Kishore Singh,Male,56,3/14/2026,Independent,Pomegranate,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1056,34,24,FALSE,0.06,SLC
342527,Ghanshyam Jha,Male,64,12/5/2017,Independent,Ink,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1057,30,25,FALSE,0.05,Unknown
342551,Rakesh Kumar Sah,Male,48,7/8/2034,Independent,Cap,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1058,28,26,FALSE,0.05,Unknown
340698,Mohan Chaudhary,Male,50,7/4/2032,Independent,Coconut,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1059,26,27,FALSE,0.04,SLC
342614,Mohammad Feroze Asari,Male,25,12/22/2056,Independent,Cauliflower,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1060,22,28,FALSE,0.04,Unknown
340891,Mukesh Rai,Male,46,5/2/2036,Independent,Pumpkin,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1061,20,29,FALSE,0.03,Plus 2 / Higher Secondary
341810,Raj Kishore Yadav,Male,48,9/16/2034,Independent,Rickshaw,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1062,19,30,FALSE,0.03,Unknown
341175,Bavi Kumari,Woman,37,9/20/2045,Independent,Calculator,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1063,16,31,FALSE,0.03,Unknown
342602,Satish Kumar Sharma,Male,38,3/28/2044,Independent,Petrol pump,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1064,14,32,FALSE,0.02,Unknown
342101,Nagendra Thakur,Male,53,3/12/2029,Independent,Stool,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1065,11,33,FALSE,0.02,Unknown
342395,Raman Kumar Thakur,Male,45,10/15/2037,Independent,Fan,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1066,10,34,FALSE,0.02,Unknown
342693,Ramchandra Pasman,Male,55,8/10/2027,Independent,Penchis,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1067,9,35,FALSE,0.02,Unknown
342325,Ajay Kumar Mahato,Male,54,5/6/2028,Independent,Banana peel,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1068,7,36,FALSE,0.01,Unknown
342176,Pawan Kumar Yadav,Male,55,1/9/2027,Independent,Pressure cooker,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1069,7,37,FALSE,0.01,Unknown
342634,BIJAY KUMAR MANDAL,Male,44,4/5/2038,Independent,Slingshot,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1070,6,38,FALSE,0.01,Unknown
342662,Pankaj Kumar Pandey,Male,33,8/21/2049,Independent,Triangle,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1071,5,39,FALSE,0.01,Unknown
341956,Suresh Kumar Sah,Male,48,5/25/2034,Independent,Syringe,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1072,5,40,FALSE,0.01,Unknown
341058,Ranjay Kumar Mishra,Male,54,3/15/2028,Independent,Cup and plate,TRUE,2,Madhesh Pradesh,21,Mahottari,3,1073,3,41,FALSE,0.01,Bachelor
341656,Gauri Kumari,Woman,54,10/5/2028,National Independence Party,Bell,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1074,30132,1,TRUE,50.61,Plus 2 / Higher Secondary
339497,Surendra Kumar Yadav,Male,54,12/10/2027,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1075,8742,2,FALSE,14.68,M.D. Medicine
342218,Mahendra Kumar Roy,Male,66,12/18/2015,Nepali Congress,Tree,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1076,6944,3,FALSE,11.66,Bachelor
341913,Nilam Adhikari,Woman,43,12/16/2038,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1077,6192,4,FALSE,10.4,Plus 2 / Higher Secondary
339702,Bharat Prasad Shah,Male,53,10/5/2029,Nepali Communist Party,five-pointed star,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1078,5336,5,FALSE,8.96,Unknown
342574,Manoj Kumar Sah,Male,50,5/3/2032,Public opinion party,Loudspeaker,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1079,806,6,FALSE,1.35,?? ???
342749,Vinod Kumar Mandal,Male,27,1/3/2055,Independent,Chessgoti,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1080,469,7,FALSE,0.79,Bachelor
342368,Amit Kumar Singh,Male,36,9/20/2046,Ujjaya Nepal Party,A burning electric lamp,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1081,172,8,FALSE,0.29,Bachelor
342731,Sunil Kumar Singh,Male,56,1/26/2026,National Democratic Party,Plow,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1082,119,9,FALSE,0.2,?? ???
342737,Vijay Kumar Sah,Male,41,6/16/2041,Independent,Trophy,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1083,110,10,FALSE,0.18,Bachelor
340837,Ras Behari Mandal,Male,57,11/9/2025,Communist Party of Nepal (United),Sickle,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1084,108,11,FALSE,0.18,10
342700,Seelam Devi Yadav,Woman,38,10/2/2044,Aam Janata Party (Single Election Symbol),Mobile,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1085,94,12,FALSE,0.16,SEE
341397,Sanjay Yadav,Male,38,3/19/2044,Independent,Jeep,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1086,45,13,FALSE,0.08,Unknown
341478,Sell ??it.,Male,51,6/21/2031,Independent,Round,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1087,42,14,FALSE,0.07,?? ?? ??
340331,Rajan Paswan,Male,30,9/3/2052,Independent,Headphones,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1088,23,15,FALSE,0.04,+2 ???????? ?????
342747,Ram Vinod Yadav,Male,48,1/2/2034,Independent,Telescope,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1089,20,16,FALSE,0.03,SLC
339650,Raj Narayan Yadav,Male,62,6/13/2020,Independent,Triangle,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1090,17,17,FALSE,0.03,??+2 Science
339622,Ajay Kumar Yadav,Male,37,2/13/2045,Independent,Kangaroo,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1091,15,18,FALSE,0.03,SLC
342765,Ganesh Thakur Lohar,Male,52,7/16/2030,Independent,Ink,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1092,15,19,FALSE,0.03,SLC
342783,Indra Jeet Das,Male,42,6/15/2040,Independent,Syringe,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1093,14,20,FALSE,0.02,Literate
340746,Kamlesh Kumar Bhandari,Male,31,9/14/2051,Rastriya Janata Party Nepal,Spice held in the right hand,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1094,13,21,FALSE,0.02,Bachelor
341806,Dipendra Kumar Yadav,Male,50,3/10/2032,Independent,Rickshaw,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1095,13,22,FALSE,0.02,Plus 2 / Higher Secondary
342775,Ramina Khatun,Woman,38,10/10/2044,Independent,Bag,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1096,13,23,FALSE,0.02,Literate
342645,Sukesh Kumar Yadav,Male,26,5/1/2056,Independent,Petrol pump,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1097,10,24,FALSE,0.02,10??+2
342485,Sumitra Kumari,Woman,43,10/7/2039,Mongol National Organization,Rooster,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1098,9,25,FALSE,0.02,??????
342334,Ganga Prasad Yadav,Male,27,10/12/2055,Independent,Helmet,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1099,8,26,FALSE,0.01,Plus 2 / Higher Secondary
342780,Rizbana Khatun,Woman,30,9/22/2052,Independent,Camera,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1100,8,27,FALSE,0.01,Literate
342785,Satyanarayan Mahara,Male,58,1/24/2024,Independent,Stapler,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1101,8,28,FALSE,0.01,Literate
342714,Rajendra Mandal Khatbe,Male,55,2/1/2027,Independent,Mango,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1102,7,29,FALSE,0.01,SLC
342744,Singheshwar Khatbe,Male,68,3/18/2014,Independent,Box,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1103,7,30,FALSE,0.01,Unknown
342400,Mahinder Pasman,Male,51,1/1/2031,Independent,Coconut,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1104,6,31,FALSE,0.01,???????
342787,Shanti Devi,Woman,37,3/5/2045,Independent,Squirrel,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1105,6,32,FALSE,0.01,????? ? ??????
342761,Hardeb Mahara Chamar,Male,61,2021-02-31,Independent,Fan,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1106,6,33,FALSE,0.01,Unknown
342285,Shiv Shankar Kumar Sharma,Male,26,7/6/2056,"People's Democratic Party, Nepal",Buffalo,FALSE,2,Madhesh Pradesh,21,Mahottari,4,1107,5,34,FALSE,0.01,Plus 2 / Higher Secondary
340013,Manoj Kumar Yadav,Male,41,1/15/2041,Independent,Cap,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1108,5,35,FALSE,0.01,??????? ??
340919,Harishchandra Thakur,Male,54,4/14/2028,Independent,Sparrow,TRUE,2,Madhesh Pradesh,21,Mahottari,4,1109,4,36,FALSE,0.01,SLC
342793,Nitima Bhandari (Karki),Woman,43,4/2/2039,National Independence Party,Bell,FALSE,2,Madhesh Pradesh,22,Sarlahi,1,1110,44181,1,TRUE,59.83,?????? ??
342571,Shambhu Lal Shrestha,Male,64,9/12/2018,Nepali Congress,Tree,FALSE,2,Madhesh Pradesh,22,Sarlahi,1,1111,7871,2,FALSE,10.66,Bachelor
340933,Manoj Kumar Debkota,Male,54,3/29/2028,Communist Party of Nepal (Unified Marxist-Leninist),Sun,FALSE,2,Madhesh Pradesh,22,Sarlahi,1,1112,6101,3,FALSE,8.26,??.?.
342751,Pramod Sah,Male,47,9/8/2035,Nepali Communist Party,five-pointed star,FALSE,2,Madhesh Pradesh,22,Sarlahi,1,1113,5498,4,FALSE,7.45,??.?.
340395,Ram Prakash Chaudhary,Male,61,2/4/2021,"Janata Samajwadi Party, Nepal",A tilted umbrella,FALSE,2,Madhesh Pradesh,22,Sarlahi,1,1114,3991,5,FALSE,5.4,-
