candidate_id,candidate_name,gender,age,dob,political_party,is_independent,province_name,district_name,constituency_no,votes_received,vote_share_pct,victory_margin,victory_margin_pct,runner_up_name,runner_up_party,qualification_normalized,institution
339501,Kamal Subedi,Male,38,12/28/2043,National Independence Party,FALSE,Lumbini Province,Dang,3,44248,52.15,27795,32.76,Deepak Giri,Nepali Congress,??.?. (??????????????),???????? ?????????????
341907,Suresh Kumar Chaudhary,Male,56,6/16/2026,National Independence Party,FALSE,Lumbini Province,Banke,1,32792,46.25,17491,24.67,Narayan Prasad Gaudel,Nepali Congress,Unknown,
340037,Mohammad Ishtiaq Rai,Male,46,7/16/2036,Communist Party of Nepal (Unified Marxist-Leninist),FALSE,Lumbini Province,Banke,2,24628,36.92,5946,8.91,Vivek Kumar Shrestha,National Independence Party,?? ?,????? ????? ?????? ???? ????
339589,Khagendra Goldsmith,Male,35,2/2/2047,National Independence Party,FALSE,Lumbini Province,Banke,3,29551,42.06,9936,14.14,Suman Malla,Communist Party of Nepal (Unified Marxist-Leninist),PCL(+2),
340825,Thakur Singh Tharu,Male,51,5/14/2031,National Independence Party,FALSE,Lumbini Province,Bardiya,1,49631,51.37,34988,36.22,Salik Ram Adhikari,Communist Party of Nepal (Unified Marxist-Leninist),Unknown,
342516,Shridhar Pokhrel,Male,53,1/5/2029,National Independence Party,FALSE,Lumbini Province,Bardiya,2,29678,33.68,9276,10.53,Kishore Singh Rathore,Nepali Congress,Unknown,
340029,Vikram Khanal,Male,55,2/24/2027,National Independence Party,FALSE,Lumbini Province,Nawalparasi (Bardaghat Susta West),1,45241,58.69,35739,46.36,Vinod Kumar Chaudhary,Nepali Congress,Bachelor,???????? ?????????????
340191,Narendra Kumar Gupta,Male,51,6/18/2031,National Independence Party,FALSE,Lumbini Province,Nawalparasi (Bardaghat Susta West),2,44138,52.89,28193,33.78,Bhim Bahadur Thapa Chhetri,Nepali Congress,Bachelor,???????? ?????????????
340418,Ramesh Kumar Mall,Male,47,10/28/2035,Nepali Communist Party,FALSE,Karnali Province,Salyan,1,23189,29.09,2285,2.87,Lalit Kumar Chand,National Independence Party,????????????,
339703,Dhan Bahadur Budha,Male,51,11/7/2031,Nepali Communist Party,FALSE,Karnali Province,Dolpa,1,6802,43.87,1406,9.07,Lank Bahadur stopped,Communist Party of Nepal (Unified Marxist-Leninist),SLC,SLC
341556,Khadga Shahi,Male,58,5/6/2024,Nepali Congress,FALSE,Karnali Province,Mugu,1,7914,37.29,1196,5.63,Completely brave Rokaya,Communist Party of Nepal (Unified Marxist-Leninist),+2 pass,bishnu mavi kathmandu
341535,Gyan Bahadur Shahi,Male,34,10/24/2048,National Democratic Party,FALSE,Karnali Province,Jumla,1,14816,37.82,3181,8.12,Naresh Bhandari,Nepali Communist Party,Unknown,
340992,Mahendra Bahadur Shahi,Male,49,10/15/2033,Nepali Communist Party,FALSE,Karnali Province,Kalikot,1,11734,29.8,1087,2.76,Shri Nagindra Shahi,Communist Party of Nepal (Unified Marxist-Leninist),SLC,"???? ????????? ??.??. ???????, ???????"
340564,Jai Pati stopped,Male,47,7/4/2035,Nepali Congress,FALSE,Karnali Province,Humla,1,8797,40.1,1554,7.08,Dipendra stopped,Nepali Communist Party,SLC,???? ???????? ?.??.??
342453,Khadak Bahadur Buda,Male,40,8/20/2042,Nepali Congress,FALSE,Karnali Province,Jajarkot,1,20142,34.93,2735,4.74,Shakti Bahadur Vasnet,Nepali Communist Party,Masters,tu
341040,Basna Thapa,Woman,45,2/15/2037,Nepali Congress,FALSE,Karnali Province,Dailekh,1,12372,32.69,576,1.52,Ravindra Raj Sharma,Communist Party of Nepal (Unified Marxist-Leninist),m. a pass,
340637,Lakshmi Prasad Pokharel,Male,63,3/13/2019,Communist Party of Nepal (Unified Marxist-Leninist),FALSE,Karnali Province,Dailekh,2,13889,38.04,4337,11.88,Dikpal Kumar Shahi,Nepali Congress,???,???????? ????? ????????
341140,Vishnu Bahadur Khadka,Male,58,7/6/2024,Nepali Congress,FALSE,Karnali Province,Surkhet,1,26897,40.61,8007,12.09,Dhruv Kumar Shahi,Communist Party of Nepal (Unified Marxist-Leninist),SLC,????? ?????? ??.??.
340194,Ramesh Kumar Sapkota,Male,46,8/15/2036,National Independence Party,FALSE,Karnali Province,Surkhet,2,30826,44.83,14434,20.99,Narayan Kumar Koirala,Nepali Congress,SLC,mahendra mavi dang
340125,Gopal Sharma,Male,48,9/12/2034,Nepali Communist Party,FALSE,Karnali Province,Rukum (Western part),1,21609,36.3,4948,8.31,Raju K.C.,Nepali Congress,Bachelor,???? ???????? ????????
341303,Janak Raj Giri,Male,60,9/15/2022,Nepali Congress,FALSE,Far Western Province,Bajura,1,17173,39.12,540,1.23,Lal Bahadur Thapa,Communist Party of Nepal (Unified Marxist-Leninist),Bachelor,???????? ?????????????
341661,Bharat Kumar Swar,Male,70,3/24/2012,Nepali Congress,FALSE,Far Western Province,Achham,1,10759,35.45,526,1.73,Bhim Bahadur Rawal,Nepali Communist Party,IA,???????? ?????????????
340611,Yagya Bahadur Bogti,Male,50,10/4/2032,Communist Party of Nepal (Unified Marxist-Leninist),FALSE,Far Western Province,Achham,2,9518,31.14,472,1.54,Pushpa Bahadur Shah,Nepali Congress,Bachelor,Achham Multiple Campus
340443,Ain Bahadur Mahar,Male,41,12/2/2040,Communist Party of Nepal (Unified Marxist-Leninist),FALSE,Far Western Province,Bajhang,1,18543,33.82,2239,4.08,Prakash Rasaili Snehi,Nepali Congress,Masters,???????? ?????????????
341208,Bharat Bahadur Khadka,Male,68,7/4/2014,Nepali Congress,FALSE,Far Western Province,Doti,1,14897,30.3,787,1.6,Deepak Bahadur Dhami,Communist Party of Nepal (Unified Marxist-Leninist),?????? ??,???? ??????? ???????
342184,Komal Gyawali,Woman,47,8/4/2035,National Independence Party,FALSE,Far Western Province,Kailali,1,17826,32.88,4959,9.15,Janakraj Chaudhary,Nepali Congress,Bachelor,????? ????? ????????
339795,K.P. Khanal,Male,26,9/27/2056,National Independence Party,FALSE,Far Western Province,Kailali,2,19057,36.2,7108,13.5,Husband Ram Chaudhary,"Citizens' Liberation Party, Nepal (single election symbol)",Bachelor,???????? ?????????????
342441,Jagat Prasad Joshi,Male,39,6/28/2043,National Independence Party,FALSE,Far Western Province,Kailali,3,20359,36.07,8376,14.84,Virman Chaudhary,Nepali Communist Party,Masters,???????? ??????? ????????
342757,Khem Raj Koirala,Male,48,12/13/2033,National Independence Party,FALSE,Far Western Province,Kailali,4,28556,49,17255,29.61,Gorakh Bahadur Bista,Nepali Congress,Masters,
339984,Anand Bahadur Chand,Male,50,2/14/2032,National Independence Party,FALSE,Far Western Province,Kailali,5,31953,51.42,19995,32.17,Nar Narayan Shah,Nepali Congress,????????????,???????? ????? ????????
340502,Ganesh Singh Thagunna,Male,57,8/22/2025,Communist Party of Nepal (Unified Marxist-Leninist),FALSE,Far Western Province,Darchula,1,18891,39.45,3055,6.38,Dharmananda Joshi,Nepali Congress,Unknown,
340516,Hari Mohan Bhandari,Male,59,10/15/2023,National Independence Party,FALSE,Far Western Province,Baitadi,1,22134,32.68,3940,5.82,Chatur Bahadur Chand,Nepali Congress,Unknown,
340545,Tara Prasad Joshi,Male,54,12/30/2027,National Independence Party,FALSE,Far Western Province,Dadeldhura,1,19131,44.42,7010,16.28,Nain Singh Mahar,Nepali Congress,???????????? (PHD),???????? ????? ????????????? (JNU)
339943,Janak Singh Dhami,Male,55,9/25/2027,National Independence Party,FALSE,Far Western Province,Kanchanpur,1,24332,42.65,13222,23.18,Bina Magar,Nepali Communist Party,Unknown,
340896,Deepak Raj Bohra,Male,38,1/6/2044,National Independence Party,FALSE,Far Western Province,Kanchanpur,2,33952,55.55,23125,37.84,Narayan Prakash Saud,Nepali Congress,?? ?? ??,???? ??.??
340127,Gyanendra Singh Mahata,Male,40,10/18/2042,National Independence Party,FALSE,Far Western Province,Kanchanpur,3,27118,50.64,17675,33.01,Hari Prasad Bohra,Nepali Congress,Unknown,
